,-1,-3,-6,-12,-24,-36,-48
0.0,0.9999818251929073,0.9999527975580665,0.999916321721089,0.9997953485517189,0.9985157876855123,0.9893150221003031,0.9345463878429111
1.0,0.9999644406316472,0.999922955718455,0.9998655116026774,0.9996631588214909,0.9975560078182366,0.9827359226241997,0.9038917427318471
2.0,0.9999397906389224,0.9998695758156078,0.9997726572667796,0.999432539542123,0.9959088775853062,0.9719816192590859,0.8633471433482816
3.0,0.9999025602563746,0.9997894271744338,0.9996339677620562,0.9990897710743257,0.993489029973193,0.9572850701060319,0.8201124342989713
4.0,0.999846320469464,0.9996684062063903,0.999424634495634,0.998573251259255,0.9899032130847236,0.9375638253910964,0.7751107521961345
5.0,0.9997568964060017,0.9994759889519909,0.9990918877458504,0.9977541070983257,0.984360267118002,0.9109453663670846,0.7277513010506738
6.0,0.999604108564579,0.9991472583604821,0.9985236472790677,0.9963605693761992,0.9753113748573419,0.8748702758136316,0.6769818826038593
7.0,0.999320153230657,0.9985364161219941,0.9974685373801586,0.9937906865577261,0.9597569315282235,0.8266377236271006,0.6218713010089596
inf,0.8899228768736708,0.7715881040850016,0.6447471756787762,0.48534435359630324,0.3167635278420756,0.21921274016654158,0.15350923845819375
