,-1,-3,-6,-12,-24,-36,-48
0.0,0.9999600749382921,0.9999106023929816,0.9998358385994284,0.99957051978232,0.9968761791586817,0.9782147862750438,0.885638473934277
1.0,0.9999106013909865,0.9998058535838922,0.9996610800490267,0.9991537759467635,0.993933297883444,0.9598883269094846,0.8270101527576099
2.0,0.9998572759171497,0.9996916610001577,0.999464279988226,0.9986694247033593,0.990561615959064,0.9410163460593335,0.7822118580592596
3.0,0.9997847637935154,0.9995357214613445,0.9991947363834963,0.9980058190824157,0.986042143719514,0.9185880827107816,0.7402171939783525
4.0,0.9996820605043423,0.9993147950271881,0.9988128769394129,0.9970680797854304,0.9798452146582843,0.8919787983824062,0.6996506808692746
5.0,0.9995328388268719,0.9989938024305287,0.9982582412400552,0.9957112898666022,0.9712471534911742,0.8608807049874352,0.6598582770848722
6.0,0.9993101302446117,0.9985147721442421,0.9974310087075702,0.99369923652083,0.9592270022364745,0.8252111357724798,0.6203823659431851
7.0,0.9989684065133836,0.9977798832694498,0.9961631061734715,0.9906419877187588,0.9424250698770649,0.7851740761138238,0.5809459609856131
inf,0.8899242349499122,0.7715908749945937,0.6447513044409701,0.48534952503146167,0.3167684177913508,0.21921686445047928,0.15351271907824116
